customer_id,page_views,time_spent,product_id,purchase_date,category,price,ratings
19,28,282,150,2023-04-04,Everyday Accessory,129,4.7
9,31,217,170,2023-11-04,Versatile Tool,99,3.2
20,40,224,108,2023-05-27,Practical Item,760,3.3
9,16,171,158,2023-02-09,Universal Solution,771,4.0
17,44,158,140,2024-01-14,Innovative Device,522,4.7
6,47,181,194,2024-01-15,Universal Solution,69,4.6
10,7,78,149,2023-11-07,Quality Essential,207,3.4
19,10,100,176,2023-08-05,Premium Selection,227,4.2
5,37,75,141,2023-11-08,Timeless Piece,558,3.3
15,13,236,182,2023-04-13,Multipurpose Item,72,3.2
15,47,154,122,2023-12-17,Eco-friendly Option,891,3.4
9,47,297,150,2023-07-11,Quality Essential,317,4.5
9,40,194,145,2023-01-29,Must-Have Product,997,3.9
9,36,91,179,2023-03-20,Multipurpose Item,296,4.9
4,16,77,171,2023-07-17,Modern Gadget,524,3.5
14,18,149,101,2023-08-20,Universal Solution,496,4.2
